Company name,ASX code,GICS industry group
"STRATEGIC MINERALS CORPORATION NL",SMC,"Materials"
"STRATEGIC POOLED DEVELOPMENT LIMITED",SPD,"Diversified Financials"
"STRATHFIELD GROUP LIMITED",SRA,"Retailing"
"STREETTRACKS S&P/ASX 200 FUND",STW,"GICS Sector Code Not Applicable"
"STREETTRACKS S&P/ASX 200 LISTED PROPERTY FUND.",SLF,"GICS Sector Code Not Applicable"
"STREETTRACKS S&P/ASX 50 FUND",SFY,"GICS Sector Code Not Applicable"
"STRIKER RESOURCES NL",SKR,"Materials"
"STRUCTURAL SYSTEMS LIMITED",STS,"Capital Goods"
"STUART PETROLEUM LIMITED",STU,"Energy"
"STW COMMUNICATIONS GROUP LIMITED",SGN,"Media"
"SUB-SAHARA RESOURCES NL",SBS,"Materials"
"SUMMIT RESOURCES LIMITED",SMM,"Energy"
"SUN CAPITAL GROUP LIMITED",SEE,"Diversified Financials"
"SUN RESOURCES NL",SUR,"Energy"
"SUNBASE CHINA LIMITED",SUB,"Materials"
"SUNCORP-METWAY LIMITED.",SUN,"Diversified Financials"
"SUNDOWNER GROUP",SDR,"Hotels Restaurants & Leisure"
"SUNLAND GROUP LIMITED",SDG,"Real Estate"
"SUNRAYSIA TELEVISION LIMITED",STV,"Media"
"SUNSHINE GAS LIMITED",SHG,"Energy"
"SUNTECH ENVIRONMENTAL GROUP LIMITED",SCE,"Materials"
"SUNVEST CORPORATION LIMITED",SVS,"Diversified Financials"
"SUPERSORB ENVIRONMENTAL NL",SUP,"Commercial Services & Supplies"
"SUPPLY NETWORK LIMITED",SNL,"Automobile & Components"
"SWIFTEL LIMITED",SWT,"Telecommunication Services"
"SWISH GROUP LIMITED (THE)",SWG,"Commercial Services & Supplies"
"SYDNEY AQUARIUM LIMITED",SAQ,"Hotels Restaurants & Leisure"
"SYDNEY GAS LTD",SGL,"Energy"
"SYDNEY WATER CORPORATION LIMITED",XNE,"GICS Sector Code Not Applicable"
"SYLVANIA RESOURCES LIMITED",SLV,"Materials"
"SYLVASTATE LIMITED",SYL,"Diversified Financials"
"SYMEX HOLDINGS LIMITED",SYM,"Materials"
"SYNERGY EQUITIES GROUP LIMITED",SYG,"Software & Services"
"SYNERGY METALS LTD",SML,"Materials"
"SYNTECH GROUP LIMITED",STL,"Technology Hardware & Equipment"
"TAB LIMITED",TAB,"Hotels Restaurants & Leisure"
"TABCORP HOLDINGS LIMITED",TAH,"Hotels Restaurants & Leisure"
"TAG PACIFIC LIMITED",TAG,"Capital Goods"
"TAIPAN RESOURCES NL",TAI,"Materials"
"TAKORADI LIMITED",TKG,"Materials"
"TAMAWOOD LIMITED",TWD,"Consumer Durables & Apparel"
"TANAMI GOLD NL",TAM,"Materials"
"TANDOU LIMITED",TAN,"Food Beverage & Tobacco"
"TANTALUM AUSTRALIA NL",TAA,"Materials"
"TAP OIL LIMITED",TAP,"Energy"
"TASGOLD LIMITED",TGD,"Materials"
"TASMAN RESOURCES NL",TAS,"Materials"
"TASMANIA MINES LIMITED",TMM,"Materials"
"TASMANIAN PERPETUAL TRUSTEES LIMITED",TPX,"Diversified Financials"
"TASSAL LIMITED",TSS,"Food Beverage & Tobacco"
"TAT HONG HOLDINGS LIMITED",TAT,"Commercial Services & Supplies"
"TAWANA RESOURCES NL",TAW,"Materials"
"TECHNOLOGY INCUBATION GROUP LIMITED",TIL,"Software & Services"
"TECHNOLOGY INVESTMENT FUND",TIF,"Diversified Financials"
"TECHNOLOGY ONE LIMITED",TNE,"Software & Services"
"TECHSTAR LIMITED",TSR,"Diversified Financials"
"TECTONIC RESOURCES NL",TTR,"Materials"
"TELE-IP LIMITED",TEE,"Telecommunication Services"
"TELECOM CORPORATION OF NEW ZEALAND LIMITED",TEL,"Telecommunication Services"
"TELEMEDIA NETWORKS INTERNATIONAL LIMITED",TMN,"Technology Hardware & Equipment"
"TELEVISION & MEDIA SERVICES LIMITED",TMS,"Media"
"TELEZON LIMITED",TLZ,"Technology Hardware & Equipment"
"TELSTRA CORPORATION LIMITED.",TLS,"Telecommunication Services"
"TEMPLETON GLOBAL GROWTH FUND LIMITED",TGG,"Diversified Financials"
"TEMPO SERVICES LIMITED",TEM,"Commercial Services & Supplies"
"TEN NETWORK HOLDINGS LIMITED",TEN,"Media"
"TENNYSON NETWORKS LIMITED",TNY,"Technology Hardware & Equipment"
"TERRAIN AUSTRALIA LIMITED",TER,"Diversified Financials"
"TERRAPLANET LIMITED",TPL,"Media"
"TEXT MEDIA GROUP LIMITED (THE)",TXT,"Media"
"THAKRAL HOLDINGS GROUP",THG,"Real Estate"
"THIN TECHNOLOGIES LIMITED",TTL,"Software & Services"
"THUNDELARRA EXPLORATION LIMITED",THX,"Materials"
"TICOR LIMITED",TOR,"Materials"
"TIGER RESOURCES LIMITED",TGS,"Materials"
"TIMBERCORP LIMITED",TIM,"Materials"
"TITAN RESOURCES NL",TIR,"Materials"
"TOLHURST NOALL GROUP LTD",TNL,"Diversified Financials"
"TOLL HOLDINGS LIMITED",TOL,"Transportation"
"TOMATO TECHNOLOGIES LIMITED",TMO,"Software & Services"
"TONY BARLOW AUSTRALIA LIMITED",BWT,"Retailing"
"TOOTH & COMPANY LIMITED",TTH,"Diversified Financials"
"TORONTO DOMINION AUSTRALIA LIMITED",TDA,"GICS Sector Code Not Applicable"
"TORONTO-DOMINION BANK (THE)",TDB,"GICS Sector Code Not Applicable"
"TOURISM & LEISURE TRUST",TLT,"Real Estate"
"TOWER LIMITED",TWR,"Insurance"
"TOX FREE SOLUTIONS LIMITED",TOX,"Commercial Services & Supplies"
"TRANSFIELD SERVICES LIMITED",TSE,"Commercial Services & Supplies"
"TRANSMETRO CORPORATION LIMITED",TCO,"Hotels Restaurants & Leisure"
"TRANSOL CORPORATION LIMITED",TNC,"Media"
"TRANSURBAN CARS TRUST",TCS,"Transportation"
"TRANSURBAN GROUP",TCL,"Transportation"
"TRANZACT FINANCIAL SERVICES LIMITED",TFS,"Diversified Financials"
"TRAVEL HOLDINGS LIMITED",TRV,"Pharmaceuticals & Biotechnology"
"TRAVEL.COM.AU LIMITED",TVL,"Hotels Restaurants & Leisure"
"TREASURY CORPORATION OF VICTORIA",XVG,"GICS Sector Code Not Applicable"
"TREASURY GROUP LIMITED",TRG,"Diversified Financials"
"TRENT CAPITAL LIMITED",TCP,"Diversified Financials"
"TRIAKO RESOURCES LIMITED",TKR,"Materials"
"TRIBECA CORPORATION LIMITED.",TBC,"Commercial Services & Supplies"
"TRIBUNE RESOURCES NL",TBR,"Materials"
"TROY RESOURCES NL",TRY,"Materials"
"TRUST COMPANY OF AUSTRALIA LIMITED",TRU,"Diversified Financials"
"TRYSOFT CORPORATION LIMITED",TST,"Software & Services"
"TVSN LIMITED",TVN,"Retailing"
"UECOMM LIMITED",UEC,"Telecommunication Services"
"UNION CAPITAL LIMITED",UCL,"Diversified Financials"
"UNITAB LIMITED",UTB,"Hotels Restaurants & Leisure"
"UNITED GROUP LIMITED.",UGL,"Capital Goods"
"UNITED OVERSEAS AUSTRALIA LIMITED",UOS,"Real Estate"
"UNITRACT LIMITED",UNI,"Health Care Equipment & Services"
"UNIVERSAL RESOURCES LIMITED",URL,"Materials"
"US MASTERS HOLDINGS LIMITED",USH,"GICS Sector Code Not Applicable"
"UXC LIMITED",UXC,"Software & Services"
"VALAD PROPERTY GROUP",VPG,"Real Estate"
"VEALLS LIMITED",VEL,"Real Estate"
"VECOMMERCE LIMITED",VCM,"Software & Services"
"VENTRACOR LIMITED",VCR,"Health Care Equipment & Services"
"VERUS INVESTMENTS LIMITED",VIL,"Diversified Financials"
"VIAGOLD CAPITAL LIMITED",VIA,"Hotels Restaurants & Leisure"
"VICTORIA PETROLEUM NL",VPE,"Energy"
"VICULUS LIMITED",VCL,"Software & Services"
"VIETNAM INDUSTRIAL INVESTMENTS LIMITED",VII,"Materials"
"VIEW RESOURCES LTD",VRE,"Materials"
"VIKING INDUSTRIES LIMITED",VKI,"Commercial Services & Supplies"
"VILLA WORLD LIMITED",VWD,"Real Estate"
"VILLAGE ROADSHOW LIMITED",VRL,"Media"
"VIRAX HOLDINGS LIMITED",VHL,"Pharmaceuticals & Biotechnology"
"VIROTEC INTERNATIONAL LIMITED",VTI,"Commercial Services & Supplies"
"VISION SYSTEMS LIMITED.",VSL,"Technology Hardware & Equipment"
"VITAL CAPITAL LIMITED",VIT,"Diversified Financials"
"VOLANTE GROUP LIMITED",VGL,"Software & Services"
"VOXSON LIMITED",VXS,"Technology Hardware & Equipment"
"VOYAGER ENERGY LIMITED",VOY,"Energy"
"VRI BIOMEDICAL LTD",VRI,"Pharmaceuticals & Biotechnology"
"VULCAN RESOURCES LIMITED",VCN,"Materials"
"WADEPACK LIMITED",WDP,"Commercial Services & Supplies"
"WALLACE ABSOLUTE RETURN LIMITED",WAB,"Diversified Financials"
"WAM CAPITAL LIMITED",WAM,"Diversified Financials"
"WAREHOUSE GROUP LIMITED (THE)",WHS,"Retailing"
"WASHINGTON H SOUL PATTINSON & COMPANY LIMITED",SOL,"Diversified Financials"
"WASTE MANAGEMENT N.Z. LIMITED",WNZ,"Commercial Services & Supplies"
"WATER WHEEL HOLDINGS LIMITED",WWH,"Food Beverage & Tobacco"
"WATERCO LIMITED",WAT,"Consumer Durables & Apparel"
"WATPAC LIMITED",WTP,"Capital Goods"
"WATTYL LIMITED",WYL,"Materials"
"WAVE CAPITAL LIMITED",WAV,"Media"
"WAVENET INTERNATIONAL LIMITED",WAL,"Technology Hardware & Equipment"
"WC PENFOLD LIMITED",PFP,"Commercial Services & Supplies"
"WEBJET LIMITED",WEB,"Hotels Restaurants & Leisure"
"WEBOZ LIMITED",WBZ,"Software & Services"
"WEBSPY LIMITED",WSY,"Software & Services"
"WEBSTER LIMITED",WBA,"Commercial Services & Supplies"
"WEDGETAIL EXPLORATION NL",WTE,"Materials"
"WENTWORTH MUTUAL LIMITED",WWM,"Commercial Services & Supplies"
"WESFARMERS LIMITED",WES,"Capital Goods"
"WEST AUSTRALIAN METALS LTD",WME,"Materials"
"WEST AUSTRALIAN NEWSPAPERS HOLDINGS LIMITED",WAN,"Media"
"WEST OIL NL",WON,"Energy"
"WESTEL GROUP LIMITED",WSG,"Telecommunication Services"
"WESTERN AREAS NL",WSA,"Materials"
"WESTERN AUSTRALIAN TREASURY CORPORATION",XWD,"GICS Sector Code Not Applicable"
"WESTERN METALS LIMITED",WMT,"Materials"
"WESTFIELD AMERICA TRUST",WFA,"Real Estate"
"WESTFIELD HOLDINGS LIMITED",WSF,"Real Estate"
"WESTFIELD TRUST",WFT,"Real Estate"
"WESTGOLD RESOURCES NL",WGR,"Materials"
"WESTMAG LIMITED",WMG,"Materials"
"WESTONIA MINES LIMITED",WEZ,"Materials"
"WESTPAC BANKING CORPORATION",WBC,"Banks"
"WESTPAC FIRST TRUST",WBK,"Diversified Financials"
"WESTPAC OFFICE TRUST",WOT,"Real Estate"
"WESTRALIA PROPERTY TRUST",WST,"Real Estate"
"WHITEFIELD LIMITED",WHF,"Diversified Financials"
"WHTM ASSET MANAGEMENT LIMITED",WHT,"GICS Sector Code Not Applicable"
"WIDE BAY CAPRICORN BUILDING SOCIETY LIMITED",WBB,"Banks"
"WILLMOTT FORESTS LIMITED",WFL,"Materials"
"WILSON INVESTMENT FUND LIMITED",WIL,"Diversified Financials"
"WILSON INVESTMENTS TAURINE FUND LIMITED",WIT,"Diversified Financials"
"WINE INVESTMENT FUND LIMITED",WIF,"GICS Sector Code Not Applicable"
"WINEPROS LIMITED",WPO,"Media"
"WMC RESOURCES LIMITED",WMR,"Materials"
"WOODSIDE PETROLEUM LIMITED",WPL,"Energy"
"WOOLWORTHS LIMITED",WOW,"Food & Staples Retailing"
"WORKING SYSTEMS SOLUTIONS LIMITED",WSS,"Software & Services"
"WORLD.NET SERVICES LIMITED",WNS,"Software & Services"
"WORLDAUDIO LIMITED",WAG,"Media"
"WORLEY GROUP LIMITED",WOR,"Energy"
"WRF SECURITIES LIMITED",WRF,"Real Estate"
"WRIDGWAYS AUSTRALIA LIMITED",WWA,"Transportation"
"XANADU WINES LIMITED",XAN,"Food Beverage & Tobacco"
"XCELL DIAGNOSTICS LIMITED",XEL,"Pharmaceuticals & Biotechnology"
"XENOLITH GOLD LIMITED",XEN,"Materials"
"YAMARNA GOLDFIELDS LIMITED",YAM,"Materials"
"YATES LIMITED",YTL,"Food Beverage & Tobacco"
"YIELD STRATEGIES FUND (THE)",YSF,"GICS Sector Code Not Applicable"
"YILGARN GOLD LIMITED",YGL,"Materials"
"YORK GROUP LIMITED",YSL,"Capital Goods"
"ZEOLITE AUSTRALIA LIMITED",ZEL,"Materials"
"ZICOM AUSTRALIA LIMITED",ZAL,"Capital Goods"
"ZIMBABWE PLATINUM MINES LIMITED",ZIM,"Materials"
"ZYLOTECH LIMITED",ZYL,"Technology Hardware & Equipment"
