ASX Warrants Market as at 02/09/2004 17:01:31
CODE,TYPE,EXERCISE,EXPIRY,RATIO,EX STYLE,ISSUER,REGISTRY,LISTED,ISSUED (M),NOTES
TLSXMC,Barrier Call.,4.25,11/11/2004,1.0,European,MACQUARIE,COR,11/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
TLSXMQ,Barrier Put.,5.50,09/09/2004,1.0,European,MACQUARIE,COR,12/07/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
TLSXMR,Barrier Put.,5.75,11/11/2004,1.0,European,MACQUARIE,COR,11/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
TLSXOD,Barrier Call.,4.63,23/03/2005,1.0,European,CITIWARRANTS,COR,24/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
TLSXOS,Barrier Put.,5.38,23/03/2005,1.0,European,CITIWARRANTS,COR,24/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
TLSXSA,Barrier Call.,4.25,23/09/2004,1.0,European,UBS,COR,31/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
TLSXSB,Barrier Call.,4.50,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
TLSXSP,Barrier Put.,5.00,23/09/2004,1.0,European,UBS,COR,31/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
TLSXSQ,Barrier Put.,5.50,23/09/2004,1.0,European,UBS,COR,31/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
TLSXSR,Barrier Put.,5.50,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
TLSXSS,Barrier Put.,5.75,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
TOLIMD,Instalment High Geared Rolling,8.00,20/05/2005,1.0,American,MACQUARIE,COR,09/05/2002,10,
TOLIMF,Instalment Regular Rolling,4.50,18/11/2004,1.0,American,MACQUARIE,COR,07/11/2002,10,
TOLIWG,Instalment Regular Rolling,5.50,06/12/2004,1.0,European,WESTPAC,COR,18/12/2003,10,
TOLIYE,Instalment Regular Normal,5.25,25/09/2006,1.0,American,COMM BANK,COR,30/09/2003,10,
TOLIZQ,Instalment Regular Rolling,5.75,02/12/2005,1.0,American,ABN AMRO,ADR,03/05/2004,1,
TOLWMC,Equity Call,11.50,23/09/2004,3.0,European,MACQUARIE,COR,28/06/2004,15,
TOLWMD,Equity Call,11.00,23/12/2004,4.0,European,MACQUARIE,COR,16/08/2004,15,
TOLWMQ,Equity Put,10.00,23/09/2004,3.0,European,MACQUARIE,COR,28/06/2004,15,
TOLXOA,Barrier Call.,9.00,23/09/2004,4.0,European,CITIWARRANTS,COR,04/06/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
TOLXOB,Barrier Call.,10.00,23/03/2005,2.0,European,CITIWARRANTS,COR,24/08/2004,20,Barrier = Exercise warrant. Terminates early if the barrier is touched.
TOLXOP,Barrier Put.,12.00,23/09/2004,4.0,European,CITIWARRANTS,COR,04/06/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
TOLXOQ,Barrier Put.,11.50,23/03/2005,2.0,European,CITIWARRANTS,COR,24/08/2004,20,Barrier = Exercise warrant. Terminates early if the barrier is touched.
TWRIMT,Instalment High Geared,0.90,23/03/2005,1.0,American,MACQUARIE,COR,25/02/2004,10,
VBAIDH,Instalment High Geared Rolling,2.00,15/06/2005,1.0,European,DEUTSCHE,COR,08/12/2003,10,
VBAIMC,Instalment Regular Rolling,1.25,20/05/2005,1.0,American,MACQUARIE,COR,08/12/2003,5,
VBAIOE,Instalment High Geared,1.75,29/04/2005,1.0,American,CITIWARRANTS,COR,24/03/2004,10,
VBAIOI,Instalment Regular Normal,1.50,18/11/2004,1.0,American,CITIWARRANTS,COR,08/12/2003,10,
VBAIOJ,Instalment High Geared,2.00,18/11/2004,1.0,American,CITIWARRANTS,COR,08/12/2003,10,
VBAIWG,Instalment Regular Rolling,1.75,06/12/2004,1.0,European,WESTPAC,COR,18/12/2003,10,
VBAIWL,Instalment High Geared Rolling,2.00,17/06/2005,1.0,European,WESTPAC,COR,18/06/2004,10,
VBAWMC,Equity Call,2.25,25/11/2004,3.0,European,MACQUARIE,COR,04/06/2004,15,
VBAWMD,Equity Call,1.75,23/12/2004,3.0,European,MACQUARIE,COR,16/08/2004,15,
VBAWOD,Equity Call,2.50,23/12/2004,2.0,European,CITIWARRANTS,COR,04/05/2004,20,
VBAWOE,Equity Call,2.25,23/12/2004,2.0,European,CITIWARRANTS,COR,15/07/2004,20,
VBAWOR,Equity Put,2.00,23/12/2004,2.0,European,CITIWARRANTS,COR,04/05/2004,20,
VBAWZB,Equity Call,2.00,22/12/2004,1.0,American,ABN AMRO,ADR,02/07/2004,2,
VBAWZQ,Equity Put,1.75,22/12/2004,1.0,American,ABN AMRO,ADR,02/07/2004,2,
VBAXDD,Barrier Call.,1.50,23/09/2004,1.0,European,DEUTSCHE,COR,31/05/2004,3,Barrier = Exercise warrant. Terminates early if the barrier is touched.
VBAXDP,Barrier Put.,2.75,23/09/2004,1.0,European,DEUTSCHE,COR,23/02/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
VBAXDQ,Barrier Put.,3.00,23/09/2004,1.0,European,DEUTSCHE,COR,23/02/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
VBAXDR,Barrier Put.,2.50,23/09/2004,1.0,European,DEUTSCHE,COR,31/05/2004,3,Barrier = Exercise warrant. Terminates early if the barrier is touched.
VCRWMC,Equity Call,2.00,23/09/2004,4.0,European,MACQUARIE,COR,06/05/2004,5,
VCRWMD,Equity Call,2.00,23/12/2004,4.0,European,MACQUARIE,COR,06/09/2004,5,
VCRXOB,Barrier Call.,1.10,23/09/2004,1.0,European,CITIWARRANTS,COR,04/06/2004,10,Barrier Price = $1.30. Terminates early if the underlying closes below the barrier.
WBCEEA,Endowment,7.9991,15/02/2012,1.0,American,CHALLENGER,COR,22/08/2001,1.2,
WBCEME,Endowment,0.705,30/06/2006,1.0,European,MACQUARIE,COR,20/06/1996,10,
WBCEMF,Endowment,3.738,30/06/2008,1.0,European,MACQUARIE,COR,18/08/1997,5,
WBCEMG,Endowment,5.453,16/02/2009,1.0,European,MACQUARIE,COR,17/08/1998,2,
WBCIDA,Instalment Regular Rolling,11.00,15/06/2005,1.0,European,DEUTSCHE,COR,10/04/2000,10,
WBCIDH,Instalment High Geared Rolling,17.00,15/06/2005,1.0,European,DEUTSCHE,COR,24/04/2001,10,
WBCIGF,Instalment Regular Rolling,9.00,17/11/2004,1.0,European,SG AUST,ADR,16/12/2002,5,
WBCIGJ,Instalment High Geared Rolling,15.50,17/11/2004,1.0,European,SG AUST,ADR,16/12/2002,5,
WBCIMA,Instalment High Geared,15.00,28/10/2004,1.0,American,MACQUARIE,COR,16/08/2004,10,
WBCIMC,Instalment Regular Rolling,12.00,20/05/2005,1.0,American,MACQUARIE,COR,19/03/2001,10,
WBCIMD,Instalment High Geared Rolling,16.00,20/05/2005,1.0,American,MACQUARIE,COR,19/03/2001,10,
WBCIMF,Instalment Regular Rolling,10.00,18/11/2004,1.0,American,MACQUARIE,COR,10/12/2001,10,
WBCIMG,Instalment High Geared Rolling,14.00,18/11/2004,1.0,American,MACQUARIE,COR,29/08/2001,10,
WBCIMM,Instalment High Geared,10.50,23/06/2005,1.0,American,MACQUARIE,COR,07/05/2004,10,
WBCIMO,Instalment High Geared,11.00,22/12/2005,1.0,American,MACQUARIE,COR,09/06/2004,10,
WBCIMS,Instalment High Geared,16.50,23/09/2004,1.0,American,MACQUARIE,COR,16/07/2004,10,
WBCIMT,Instalment High Geared,14.00,23/06/2005,1.0,American,MACQUARIE,COR,14/04/2004,10,
WBCIMU,Instalment High Geared,16.00,23/12/2004,1.0,American,MACQUARIE,COR,02/08/2004,10,
WBCIOC,Instalment Regular Normal,9.00,23/06/2005,1.0,American,CITIWARRANTS,COR,21/05/2003,10,
WBCIOE,Instalment High Geared,15.50,29/04/2005,1.0,American,CITIWARRANTS,COR,24/03/2004,10,
WBCIOI,Instalment Regular Normal,12.00,18/11/2004,1.0,American,CITIWARRANTS,COR,18/11/2003,10,
WBCIOJ,Instalment High Geared,15.00,18/11/2004,1.0,American,CITIWARRANTS,COR,18/11/2003,10,
WBCIOL,Instalment Regular Normal,12.50,29/04/2005,1.0,American,CITIWARRANTS,COR,24/03/2004,10,
WBCIPB,Instalment High Geared,11.00,23/09/2004,1.0,American,BNP PARIBAS,COR,26/07/2001,1,
WBCISG,Rolling Reset Instalment,11.00,23/06/2005,1.0,American,UBS,COR,09/07/2004,10,The Barrier Level is $12.10.
WBCISH,Rolling Reset Instalment,9.00,25/11/2004,1.0,American,UBS,COR,29/11/2002,10,The Barrier Level is $9.90
WBCISR,Instalment High Geared,16.00,17/05/2005,1.0,American,UBS,COR,03/06/2004,10,
WBCIYB,Instalment Regular Normal,11.75,26/05/2005,1.0,American,COMM BANK,COR,29/04/2002,20,
WBCIYE,Instalment Regular Normal,12.00,25/09/2006,1.0,American,COMM BANK,COR,30/09/2003,10,
WBCIZK,Instalment High Geared,13.00,20/01/2005,1.0,American,ABN AMRO,ADR,09/01/2004,1,
WBCIZL,Instalment High Geared,15.00,20/01/2005,1.0,American,ABN AMRO,ADR,09/01/2004,1,
WBCIZM,Instalment High Geared,15.00,28/07/2005,1.0,American,ABN AMRO,ADR,01/07/2004,1,
WBCIZN,Instalment High Geared,16.00,23/09/2004,1.0,American,ABN AMRO,ADR,01/07/2004,1,
WBCIZO,Instalment Regular Normal,9.25,15/06/2005,1.0,American,ABN AMRO,ADR,12/09/2003,2,
WBCIZQ,Instalment Regular Rolling,10.00,02/12/2005,1.0,American,ABN AMRO,ADR,03/05/2004,1,
WBCSMS,Self Funding Instalments,8.325,30/06/2008,1.0,American,MACQUARIE,COR,01/08/2003,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security. Ex Price amended from $7.68 to $8.325 on 30/6/04.
WBCSMT,Self Funding Instalments,9.302,30/06/2009,1.0,American,MACQUARIE,COR,09/02/2004,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security. Ex Price amended from $8.58 to $9.302 on 30/6/04.
WBCWMD,Equity Call,18.00,23/09/2004,4.0,European,MACQUARIE,COR,06/05/2004,20,
WBCWME,Equity Call,17.00,23/09/2004,4.0,European,MACQUARIE,COR,28/06/2004,20,Ex Price amended from $19.00 to $17.00 on 23/7/04.
WBCWMF,Equity Call,17.00,25/11/2004,4.0,European,MACQUARIE,COR,23/07/2004,20,
WBCWMV,Equity Put,17.00,23/09/2004,4.0,European,MACQUARIE,COR,06/05/2004,20,
WBCWMW,Equity Put,21.00,23/09/2004,1.0,European,MACQUARIE,COR,06/05/2004,5,
WBCWMX,Equity Put,16.50,23/09/2004,4.0,European,MACQUARIE,COR,23/07/2004,20,
WBCWMY,Equity Put,16.00,25/11/2004,4.0,European,MACQUARIE,COR,23/07/2004,20,
WBCWMZ,Equity Put,19.00,23/12/2004,1.0,European,MACQUARIE,COR,06/09/2004,5,
WBCWOG,Equity Call,18.00,23/09/2004,5.0,European,CITIWARRANTS,COR,04/05/2004,50,
WBCWOH,Equity Call,17.00,23/09/2004,5.0,European,CITIWARRANTS,COR,15/07/2004,50,
WBCWOI,Equity Call,16.50,23/09/2004,5.0,European,CITIWARRANTS,COR,15/07/2004,50,Ex Price amended from $17.50 to $16.50 on 26/8/04.
WBCWOJ,Equity Call,17.50,23/12/2004,5.0,European,CITIWARRANTS,COR,15/07/2004,50,
WBCWOK,Equity Call,18.50,23/12/2004,5.0,European,CITIWARRANTS,COR,15/07/2004,50,
WBCWOL,Equity Call,16.00,25/11/2004,4.0,European,CITIWARRANTS,COR,13/08/2004,40,
WBCWOM,Equity Call,17.00,25/11/2004,4.0,European,CITIWARRANTS,COR,13/08/2004,40,
WBCWOV,Equity Put,16.50,23/09/2004,5.0,European,CITIWARRANTS,COR,04/05/2004,50,
WBCWOW,Equity Put,16.00,23/09/2004,5.0,European,CITIWARRANTS,COR,15/07/2004,50,Ex Price amended from $17.50 to $15.50 on 20/7/04 and to $16.00 on 6/8/04.
WBCWOX,Equity Put,16.00,23/12/2004,5.0,European,CITIWARRANTS,COR,15/07/2004,50,
WBCWOY,Equity Put,15.50,25/11/2004,4.0,European,CITIWARRANTS,COR,13/08/2004,40,
WBCWZB,Equity Call,18.50,22/12/2004,5.0,American,ABN AMRO,ADR,02/07/2004,2,
WBCWZQ,Equity Put,17.00,22/12/2004,5.0,American,ABN AMRO,ADR,02/07/2004,2,
WBCXDF,Barrier Call.,15.58,23/09/2004,1.0,European,DEUTSCHE,COR,23/02/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WBCXDG,Barrier Call.,15.08,23/09/2004,1.0,European,DEUTSCHE,COR,23/02/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WBCXDL,Barrier Call.,15.80,23/09/2004,1.0,European,DEUTSCHE,COR,22/07/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WBCXDM,Barrier Call.,16.00,23/03/2005,4.0,European,DEUTSCHE,COR,30/08/2004,22,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WBCXDN,Barrier Call.,15.50,23/03/2005,4.0,European,DEUTSCHE,COR,30/08/2004,22,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WBCXDP,Barrier Put.,17.50,23/03/2005,4.0,European,DEUTSCHE,COR,30/08/2004,22,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WBCXDU,Barrier Put.,18.58,23/09/2004,1.0,European,DEUTSCHE,COR,23/02/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WBCXDV,Barrier Put.,19.00,23/09/2004,1.0,European,DEUTSCHE,COR,17/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price & Barrier Level amended from $19.58 to $19.00 on 28/6/04.
WBCXDW,Barrier Put.,18.08,23/09/2004,1.0,European,DEUTSCHE,COR,16/04/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WBCXMC,Barrier Call.,15.50,11/11/2004,1.0,European,MACQUARIE,COR,11/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WBCXMD,Barrier Call.,14.50,23/09/2004,1.0,European,MACQUARIE,COR,11/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WBCXMQ,Barrier Put.,18.00,09/09/2004,1.0,European,MACQUARIE,COR,12/07/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WBCXMR,Barrier Put.,17.50,11/11/2004,1.0,European,MACQUARIE,COR,11/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WBCXOD,Barrier Call.,16.00,23/09/2004,1.0,European,CITIWARRANTS,COR,27/07/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WBCXOE,Barrier Call.,15.25,23/03/2005,1.0,European,CITIWARRANTS,COR,24/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WBCXOF,Barrier Call.,15.75,23/03/2005,1.0,European,CITIWARRANTS,COR,24/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WBCXOR,Barrier Put.,18.50,23/09/2004,1.0,European,CITIWARRANTS,COR,15/07/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WBCXOS,Barrier Put.,18.00,23/03/2005,1.0,European,CITIWARRANTS,COR,24/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price and Barrier Level amended from $17.25 to $18.00 on 3/9/04.
WBCXOT,Barrier Put.,17.75,23/03/2005,1.0,European,CITIWARRANTS,COR,24/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WBCXSA,Barrier Call.,15.58,23/09/2004,1.0,European,UBS,COR,31/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WBCXSC,Barrier Call.,14.50,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WBCXSD,Barrier Call.,15.00,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WBCXSE,Barrier Call.,15.50,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WBCXSP,Barrier Put.,18.33,23/09/2004,1.0,European,UBS,COR,31/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WBCXSQ,Barrier Put.,18.83,23/09/2004,1.0,European,UBS,COR,31/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WBCXSR,Barrier Put.,17.50,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WBCXSS,Barrier Put.,18.50,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WBCXST,Barrier Put.,19.00,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WDCIDA,Instalment Regular Rolling,10.15,15/06/2005,1.0,European,DEUTSCHE,COR,05/07/2004,10,
WDCIDH,Instalment High Geared Rolling,14.00,15/06/2005,1.0,European,DEUTSCHE,COR,05/07/2004,10,
WDCIGJ,Instalment High Geared Rolling,14.00,17/11/2004,1.0,European,SG AUST,ADR,05/07/2004,5,
WDCIM1,Instalment Regular Rolling,7.94,20/05/2005,1.0,American,MACQUARIE,COR,05/07/2004,10,
WDCIMC,Instalment Regular Rolling,9.00,20/05/2005,1.0,American,MACQUARIE,COR,05/07/2004,10,
WDCIMD,Instalment High Geared Rolling,11.50,20/05/2005,1.0,American,MACQUARIE,COR,05/07/2004,10,
WDCIMF,Instalment Regular Rolling,9.00,18/11/2004,1.0,American,MACQUARIE,COR,05/07/2004,10,
WDCIMG,Instalment High Geared Rolling,12.00,18/11/2004,1.0,American,MACQUARIE,COR,05/07/2004,10,
WDCIMZ,Instalment High Geared,14.50,23/12/2004,1.0,American,MACQUARIE,COR,02/08/2004,10,
WDCIOC,Instalment Regular Normal,9.00,23/06/2005,1.0,American,CITIWARRANTS,COR,05/07/2004,10,
WDCIPA,Instalment High Geared,13.00,23/09/2004,1.0,American,BNP PARIBAS,COR,05/07/2004,0.5,
WDCISC,Barrier Instalment,7.2733,17/02/2005,1.0,American,UBS,COR,05/07/2004,30,Barrier Level is $8.00.
WDCISH,Rolling Reset Instalment,8.00,25/11/2004,1.0,American,UBS,COR,05/07/2004,10,The Barrier Level is $8.80
WDCISR,Instalment High Geared,14.25,17/05/2005,1.0,American,UBS,COR,05/07/2004,10,Exercise Price amended from $13.00 to $14.25 on 6/7/04.
WDCISS,Instalment High Geared Rolling,13.25,25/11/2004,1.0,American,UBS,COR,05/07/2004,10,
WDCIWE,Instalment Regular Normal,9.00,25/05/2005,1.0,American,WESTPAC,COR,05/07/2004,10,
WDCIWF,Instalment High Geared,12.00,25/05/2005,1.0,American,WESTPAC,COR,05/07/2004,10,
WDCIWG,Instalment Regular Rolling,10.00,06/12/2004,1.0,European,WESTPAC,COR,05/07/2004,10,
WDCIWH,Instalment High Geared Rolling,12.75,06/12/2004,1.0,European,WESTPAC,COR,05/07/2004,10,
WDCIYE,Instalment Regular Normal,11.25,25/09/2006,1.0,American,COMM BANK,COR,05/07/2004,10,
WDCIZ1,Instalment High Geared,10.714,20/01/2005,1.0,American,ABN AMRO,ADR,05/07/2004,1,
WDCIZK,Instalment High Geared,13.00,20/01/2005,1.0,American,ABN AMRO,ADR,05/07/2004,1,
WDCIZO,Instalment Regular Normal,8.00,15/06/2005,1.0,American,ABN AMRO,ADR,05/07/2004,1,
WDCIZQ,Instalment Regular Rolling,8.00,02/12/2005,1.0,American,ABN AMRO,ADR,05/07/2004,1,
WDCSMS,Self Funding Instalments,5.5264,30/06/2008,1.0,American,MACQUARIE,COR,05/07/2004,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security. The Loan Amount was amended from $1.675 to $5.5264 on 5/7/04.
WDCSMT,Self Funding Instalments,7.2824,30/06/2009,1.0,American,MACQUARIE,COR,05/07/2004,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security. Ex Price amended from $7.418 to $7.2824 on 5/7/04.
WDCSWA,Self Funding Instalments,7.4932,30/06/2009,1.0,European,WESTPAC,COR,05/07/2004,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security. Ex Price amended from $7.6393 to $7.4932 on 5/7/04.
WDCWMA,Equity Call,16.00,27/01/2005,4.0,European,MACQUARIE,COR,06/09/2004,10,
WDCWOA,Equity Call,15.00,28/10/2004,4.0,European,CITIWARRANTS,COR,27/07/2004,40,
WDCWOB,Equity Call,15.50,28/10/2004,4.0,European,CITIWARRANTS,COR,27/07/2004,40,
WDCWOC,Equity Call,16.50,28/10/2004,4.0,European,CITIWARRANTS,COR,27/07/2004,40,
WDCWOD,Equity Call,15.00,23/12/2004,4.0,European,CITIWARRANTS,COR,27/07/2004,40,
WDCWOE,Equity Call,16.00,23/12/2004,4.0,European,CITIWARRANTS,COR,27/07/2004,40,
WDCWOF,Equity Call,17.00,23/12/2004,4.0,European,CITIWARRANTS,COR,27/07/2004,40,
WDCWOP,Equity Put,13.50,28/10/2004,4.0,European,CITIWARRANTS,COR,27/07/2004,40,
WDCWOQ,Equity Put,14.50,28/10/2004,4.0,European,CITIWARRANTS,COR,27/07/2004,40,
WDCWOR,Equity Put,13.00,23/12/2004,4.0,European,CITIWARRANTS,COR,27/07/2004,40,
WDCWOS,Equity Put,14.00,23/12/2004,4.0,European,CITIWARRANTS,COR,27/07/2004,40,
WDCWOT,Equity Put,14.50,23/12/2004,4.0,European,CITIWARRANTS,COR,27/07/2004,40,
WDCXDA,Barrier Call.,12.20,23/09/2004,4.0,European,DEUTSCHE,COR,05/07/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WDCXDC,Barrier Call.,14.50,23/09/2004,4.0,European,DEUTSCHE,COR,30/07/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WDCXDP,Barrier Put.,15.75,23/09/2004,4.0,European,DEUTSCHE,COR,30/07/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WDCXDQ,Barrier Put.,16.25,23/09/2004,4.0,European,DEUTSCHE,COR,30/07/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WDCXOA,Barrier Call.,13.25,28/10/2004,4.0,European,CITIWARRANTS,COR,27/07/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WDCXOB,Barrier Call.,14.00,28/10/2004,4.0,European,CITIWARRANTS,COR,27/07/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WDCXOP,Barrier Put.,16.00,28/10/2004,4.0,European,CITIWARRANTS,COR,27/07/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WDCXOQ,Barrier Put.,16.75,28/10/2004,4.0,European,CITIWARRANTS,COR,27/07/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WESEMG,Endowment,0.962,16/02/2009,1.0,European,MACQUARIE,COR,12/08/1998,1.2,
WESIDH,Instalment High Geared Rolling,26.50,15/06/2005,1.0,European,DEUTSCHE,COR,20/05/2002,10,
WESIGJ,Instalment High Geared Rolling,21.3152,17/11/2004,1.0,European,SG AUST,ADR,16/12/2002,5,As a result of a return of capital; the Exercise Price was amended from $24.00 to $21.3152 on 8 December 2003.
WESIMA,Instalment High Geared,25.00,28/10/2004,1.0,American,MACQUARIE,COR,25/06/2004,10,
WESIMC,Instalment Regular Rolling,18.00,20/05/2005,1.0,American,MACQUARIE,COR,05/05/2003,10,
WESIMD,Instalment High Geared Rolling,25.00,20/05/2005,1.0,American,MACQUARIE,COR,09/05/2002,10,
WESIMF,Instalment Regular Rolling,14.342,18/11/2004,1.0,American,MACQUARIE,COR,29/08/2001,10,As a result of a return of capital; the Exercise Price was amended from $17.00 to $14.342 on 8 December 2003.
WESIOC,Instalment Regular Normal,18.00,23/06/2005,1.0,American,CITIWARRANTS,COR,21/05/2003,10,
WESIOI,Instalment Regular Normal,20.00,18/11/2004,1.0,American,CITIWARRANTS,COR,18/11/2003,10,
WESIPA,Instalment High Geared,20.20,23/09/2004,1.0,American,BNP PARIBAS,COR,31/08/2001,0.5,
WESISG,Rolling Reset Instalment,17.00,23/06/2005,1.0,American,UBS,COR,27/09/2002,10,The Barrier Level is $18.70
WESIWE,Instalment Regular Normal,16.50,25/05/2005,1.0,American,WESTPAC,COR,28/05/2003,10,
WESIWG,Instalment Regular Rolling,19.00,06/12/2004,1.0,European,WESTPAC,COR,18/12/2003,10,
WESIWH,Instalment High Geared Rolling,24.00,06/12/2004,1.0,European,WESTPAC,COR,06/01/2004,10,
WESIYB,Instalment Regular Normal,19.43,26/05/2005,1.0,American,COMM BANK,COR,29/04/2002,20,
WESIYE,Instalment Regular Normal,17.31,25/09/2006,1.0,American,COMM BANK,COR,30/09/2003,10,As a result of a return of capital; the Exercise Price was amended from $21.00 to $17.31 on 8 December 2003.
WESIZK,Instalment High Geared,25.00,20/01/2005,1.0,American,ABN AMRO,ADR,09/01/2004,1,
WESIZO,Instalment Regular Normal,15.00,15/06/2005,1.0,American,ABN AMRO,ADR,12/09/2003,1,
WESIZQ,Instalment Regular Rolling,17.00,02/12/2005,1.0,American,ABN AMRO,ADR,03/05/2004,1,
WESSMT,Self Funding Instalments,14.7804,30/06/2009,1.0,American,MACQUARIE,COR,09/02/2004,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security. The Loan Amount was amended from $15.70 to $14.7804 on 16/8/04.
WESSWA,Self Funding Instalments,15.7118,30/06/2009,1.0,European,WESTPAC,COR,16/02/2004,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security. Ex Price amended from $16.6935 to $15.7118 on 16/8/04.
WESXOA,Barrier Call.,24.58,23/09/2004,4.0,European,CITIWARRANTS,COR,04/06/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WESXOQ,Barrier Put.,31.08,23/09/2004,4.0,European,CITIWARRANTS,COR,15/07/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
WHSIMR,Instalment High Geared,2.50,23/06/2005,1.0,American,MACQUARIE,COR,09/06/2004,10,
WMBEME,Basket Endowment,7.64,31/10/2006,1.0,European,MACQUARIE,E&Y,14/02/1996,10,The Underlying Parcel is 1 WMR and 1 AWC share
WMBEMF,Basket Endowment,6.03,31/10/2008,1.0,European,MACQUARIE,E&Y,18/08/1997,5,The Underlying Parcel is 1 WMR and 1 AWC share
WMRIDA,Instalment Regular Rolling,3.00,15/06/2005,1.0,European,DEUTSCHE,COR,04/06/2003,10,
WMRIDH,Instalment High Geared Rolling,4.50,15/06/2005,1.0,European,DEUTSCHE,COR,04/06/2003,10,
WMRIGF,Instalment Regular Rolling,2.50,17/11/2004,1.0,European,SG AUST,ADR,16/12/2002,5,
WMRIMC,Instalment Regular Rolling,3.00,20/05/2005,1.0,American,MACQUARIE,COR,05/05/2003,10,
