ASX listed companies as at Mon May 01 00:14:36 EST 2006

Company name,ASX code,GICS industry group
"OPTISCAN IMAGING LIMITED",OIL,"Health Care Equipment & Services"
"ORBITAL CORPORATION LIMITED",OEC,"Automobile & Components"
"ORCHARD PETROLEUM LIMITED",OPL,"Energy"
"ORCHID CAPITAL LIMITED",ORC,"Diversified Financials"
"ORD RIVER RESOURCES LIMITED",ORD,"Materials"
"ORICA LIMITED",ORI,"Materials"
"ORIEL COMMUNICATIONS LIMITED",OCO,"Software & Services"
"ORIENT RESOURCE HOLDINGS LIMITED",ORH,"Materials"
"ORIENTAL CRYSTAL (INTERNATIONAL) LIMITED",OCR,"Capital Goods"
"ORIENTAL TECHNOLOGIES INVESTMENT LIMITED",OTI,"Capital Goods"
"ORIGIN ENERGY LIMITED",ORG,"Energy"
"ORION EQUITIES LIMITED",OEQ,"Diversified Financials"
"ORION TELECOMMUNICATIONS LIMITED",OTL,"Telecommunication Services"
"OROPA LIMITED",ORP,"Materials"
"OROTONGROUP LIMITED",ORL,"Retailing"
"OROYA MINING LIMITED",ORO,"Materials"
"ORT LIMITED",ORT,"Commercial Services & Supplies"
"OTTOMAN ENERGY LIMITED",OEL,"Energy"
"OVERSEAS & GENERAL LIMITED",OGL,"Materials"
"OXIANA LIMITED",OXR,"Materials"
"P CLELAND ENTERPRISES LIMITED",CLL,"Commercial Services & Supplies"
"PACIFIC BRANDS LIMITED",PBG,"Retailing"
"PACIFIC ENERGY LIMITED",PEA,"Utilities"
"PACIFIC MAGNESIUM CORPORATION LTD",PMH,"Materials"
"PACIFIC MINING LIMITED",PFM,"Materials"
"PACIFIC STAR NETWORK LIMITED",PNW,"Media"
"PACIFICA GROUP LIMITED",PBB,"Automobile & Components"
"PACMAB LIMITED",PMB,"Classification Pending"
"PACRIM ENERGY LIMITED",PRE,"Energy"
"PALADIN RESOURCES LIMITED",PDN,"Energy"
"PALADIO GROUP LIMITED",PDO,"Commercial Services & Supplies"
"PALAMEDIA LIMITED",PMX,"Media"
"PALM SPRINGS LIMITED",PSG,"Food Beverage & Tobacco"
"PAN AUSTRALIAN RESOURCES LIMITED",PNA,"Materials"
"PAN PACIFIC PETROLEUM NL",PPP,"Energy"
"PAN PALLADIUM LTD",PPD,"Materials"
"PANBIO LIMITED",PBO,"Pharmaceuticals, Biotechnology & Life Sciences"
"PANCONTINENTAL OIL & GAS NL",PCL,"Energy"
"PAPERLINX LIMITED",PPX,"Materials"
"PAPYRUS AUSTRALIA LIMITED",PPY,"Materials"
"PARADIGM GOLD LIMITED",PDM,"Materials"
"PARAMOUNT MINING CORPORATION LTD",PCP,"Materials"
"PATRICK CORPORATION LIMITED",PRK,"Transportation"
"PAYCE CONSOLIDATED LIMITED",PAY,"Real Estate"
"PCH GROUP LIMITED",PCG,"Capital Goods"
"PEARL HEALTHCARE LIMITED",PHL,"Health Care Equipment & Services"
"PEET & COMPANY LIMITED",PPC,"Real Estate"
"PELICAN RESOURCES LIMITED",PEL,"Materials"
"PELSART RESOURCES NL",PRN,"Materials"
"PENGANA HEDGEFUNDS GROUP",PGN,"Diversified Financials"
"PENINSULA MINERALS LIMITED",PEN,"Materials"
"PENRICE SODA HOLDINGS LIMITED",PSH,"Materials"
"PEOPLE TELECOM LIMITED",PEO,"Telecommunication Services"
"PEOPLEBANK AUSTRALIA LIMITED",PBA,"Commercial Services & Supplies"
"PEPINNINI MINERALS LIMITED",PNN,"Materials"
"PEPLIN LIMITED",PEP,"Pharmaceuticals, Biotechnology & Life Sciences"
"PEPTECH LIMITED",PTD,"Pharmaceuticals, Biotechnology & Life Sciences"
"PERILYA LIMITED",PEM,"Materials"
"PERLS II TRUST",PCB,"GICS Sector Code Not Applicable"
"PERPETUAL LIMITED",PPT,"Diversified Financials"
"PERSEUS MINING LIMITED",PRU,"Materials"
"PERSEVERANCE CORPORATION LIMITED",PSV,"Materials"
"PETERS MACGREGOR INVESTMENTS LIMITED",PET,"Diversified Financials"
"PETRA DIAMONDS LIMITED",PDL,"Materials"
"PETRATHERM LTD",PTR,"Energy"
"PETSEC ENERGY LIMITED",PSA,"Energy"
"PHARMANET GROUP LIMITED",PNO,"Health Care Equipment & Services"
"PHARMAUST LIMITED",PAA,"Pharmaceuticals, Biotechnology & Life Sciences"
"PHARMAXIS LTD",PXS,"Pharmaceuticals, Biotechnology & Life Sciences"
"PHILEO AUSTRALIA LIMITED",PHI,"Real Estate"
"PHOSLOCK WATER SOLUTIONS LIMITED",PHK,"Commercial Services & Supplies"
"PHOSPHAGENICS LIMITED",POH,"Pharmaceuticals, Biotechnology & Life Sciences"
"PHOTON GROUP LIMITED",PGA,"Media"
"PHYLOGICA LIMITED",PYC,"Pharmaceuticals, Biotechnology & Life Sciences"
"PIENETWORKS LIMITED",PIE,"Software & Services"
"PINNACLE VRB LIMITED",PCE,"Capital Goods"
"PIONEER NICKEL LIMITED",PIO,"Materials"
"PIPE NETWORKS LIMITED",PWK,"Telecommunication Services"
"PIQUANT BLUE LIMITED",PQB,"Food & Staples Retailing"
"PLANET GAS LIMITED",PGS,"Energy"
"PLANET PLATINUM LIMITED",PPN,"Consumer Services"
"PLANTARD LTD",PAD,"Software & Services"
"PLASPAK GROUP LIMITED",PPK,"Materials"
"PLATINA RESOURCES LIMITED",PGM,"Classification Pending"
"PLATINUM AUSTRALIA LIMITED",PLA,"Materials"
"PLATINUM CAPITAL LIMITED",PMC,"Diversified Financials"
"PLATSEARCH NL",PTS,"Materials"
"PLENTEX LIMITED",PRM,"Materials"
"PMP LIMITED",PMP,"Commercial Services & Supplies"
"PO VALLEY ENERGY LIMITED",PVE,"Energy"
"POCKETMAIL GROUP LIMITED",PKT,"Technology Hardware & Equipment"
"POLARIS METALS NL",POL,"Materials"
"POLARTECHNICS LIMITED",PLT,"Health Care Equipment & Services"
"PORT BOUVARD LIMITED",PBD,"Real Estate"
"PORT DOUGLAS REEF RESORTS LIMITED",PDR,"Consumer Services"
"PORTLAND ORTHOPAEDICS LIMITED",PLD,"Health Care Equipment & Services"
"PORTMAN LIMITED",PMM,"Materials"
"POWERLAN LIMITED",PWR,"Software & Services"
"POWERS TRUST",PWS,"Diversified Financials"
"POWERTEL LIMITED",PWT,"Telecommunication Services"
"PRAEMIUM LIMITED",PPS,"Classification Pending"
"PRAIRIE DOWNS METALS LIMITED",PDZ,"Classification Pending"
"PRANA BIOTECHNOLOGY LIMITED",PBT,"Pharmaceuticals, Biotechnology & Life Sciences"
"PRECIOUS METALS AUSTRALIA LIMITED",PMA,"Materials"
"PREFERRED CAPITAL LIMITED",PCA,"Diversified Financials"
"PREMIER BIONICS LIMITED",PBI,"Health Care Equipment & Services"
"PREMIER INVESTMENTS LIMITED",PMV,"Food & Staples Retailing"
"PREMIUM INVESTORS LIMITED",PRV,"Diversified Financials"
"PRIMA BIOMED LTD",PRR,"Pharmaceuticals, Biotechnology & Life Sciences"
"PRIMARY HEALTH CARE LIMITED",PRY,"Health Care Equipment & Services"
"PRIMARY RESOURCES LIMITED",PRZ,"Materials"
"PRIME CREDIT PROPERTY TRUST",PRP,"Real Estate"
"PRIME TELEVISION LIMITED",PRT,"Media"
"PRIMELIFE CORPORATION LIMITED",PLF,"Real Estate"
"PRO MEDICUS LIMITED",PME,"Health Care Equipment & Services"
"PRO-PAC PACKAGING LIMITED",PPG,"Materials"
"PROBIOMICS LIMITED",PCC,"Pharmaceuticals, Biotechnology & Life Sciences"
"PROGEN INDUSTRIES LIMITED.",PGL,"Pharmaceuticals, Biotechnology & Life Sciences"
"PROGRAMMED MAINTENANCE SERVICES LIMITED",PRG,"Commercial Services & Supplies"
"PROGRESS 2005-1 TRUST",POG,"GICS Sector Code Not Applicable"
"PROGRESS 2005-2 TRUST",POI,"GICS Sector Code Not Applicable"
"PROGRESS 2006-1 TRUST",POJ,"GICS Sector Code Not Applicable"
"PROMENTUM LIMITED",PPR,"Commercial Services & Supplies"
"PROMINA GROUP LIMITED",PMN,"Insurance"
"PROPHECY INTERNATIONAL HOLDINGS LIMITED",PRO,"Software & Services"
"PROSPERITY RESOURCES LIMITED",PSP,"Materials"
"PROTEOME SYSTEMS LIMITED",PXL,"Pharmaceuticals, Biotechnology & Life Sciences"
"PROVINCE OF BRITISH COLUMBIA",PBR,"GICS Sector Code Not Applicable"
"PRYME OIL & GAS LIMITED",PYM,"Energy"
"PSIRON LTD",PSX,"Pharmaceuticals, Biotechnology & Life Sciences"
"PSIVIDA LIMITED",PSD,"Pharmaceuticals, Biotechnology & Life Sciences"
"PUBLIC HOLDINGS (AUSTRALIA) LIMITED",PHA,"Diversified Financials"
"PUBLISHING & BROADCASTING LIMITED",PBL,"Media"
"PUMA MASTERFUND P-11",PUP,"GICS Sector Code Not Applicable"
"PUMA MASTERFUND S-2",PUM,"GICS Sector Code Not Applicable"
"PURUS ENERGY LIMITED",PUR,"Energy"
"Q LIMITED",QXQ,"Commercial Services & Supplies"
"QANTAS AIRWAYS LIMITED",QAN,"Transportation"
"QBE INSURANCE GROUP LIMITED",QBE,"Insurance"
"QED OCCTECH LIMITED",QED,"Commercial Services & Supplies"
"QM TECHNOLOGIES LIMITED",QMT,"Commercial Services & Supplies"
"QMASTOR LIMITED",QML,"Software & Services"
"QPSX LIMITED",QPX,"Diversified Financials"
"QRSCIENCES HOLDINGS LIMITED",QRS,"Technology Hardware & Equipment"
"QUADRANT IRIDIUM LIMITED",QAD,"Telecommunication Services"
"QUANTUM ENERGY LIMITED.",QTM,"Consumer Durables & Apparel"
"QUANTUM RESOURCES LIMITED",QUR,"Materials"
"QUAY MAGNESIUM LIMITED",QMG,"Materials"
"QUEBEC",QBC,"GICS Sector Code Not Applicable"
"QUEENSLAND COTTON HOLDINGS LIMITED",QCH,"Food Beverage & Tobacco"
"QUEENSLAND ELECTRICITY COMMISSION",XQA,"GICS Sector Code Not Applicable"
"QUEENSLAND GAS COMPANY LIMITED",QGC,"Energy"
"QUEENSLAND INDUSTRY DEVELOPMENT CORPORATION",QID,"GICS Sector Code Not Applicable"
"QUEENSLAND ORES LIMITED",QOL,"Materials"
"QUEENSLAND TREASURY CORPORATION",XQL,"GICS Sector Code Not Applicable"
"QUEENSLAND TRUSTEES AND INVESTMENT LIMITED",QTI,"Consumer Services"
"QUEST INVESTMENTS LIMITED",QST,"Diversified Financials"
"QUESTE COMMUNICATIONS LIMITED",QUE,"Telecommunication Services"
"QUICKFLIX LIMITED",QFX,"Retailing"
"QUICKSTEP HOLDINGS LIMITED",QHL,"Capital Goods"
"QUIKTRAK NETWORKS LIMITED",QTK,"Commercial Services & Supplies"
"QUOIN (INT) LIMITED.",QIL,"Software & Services"
"RABINOV DIVERSIFIED PROPERTY TRUST",RAB,"Real Estate"
"RAMELIUS RESOURCES LIMITED",RMS,"Materials"
"RAMSAY HEALTH CARE LIMITED",RHC,"Health Care Equipment & Services"
"RAND MINING NL",RND,"Materials"
"RANGE RESOURCES LIMITED",RRS,"Materials"
"RANGE RIVER GOLD LIMITED",RNG,"Materials"
"RAPTIS GROUP LIMITED",RPG,"Real Estate"
"RAWSON RESOURCES LIMITED",RAW,"Energy"
"RCR TOMLINSON LIMITED",RCR,"Capital Goods"
"REAL BRAND HOLDINGS LIMITED",RBH,"Media"
"REALESTATE.COM.AU LIMITED",REA,"Media"
"REBEL SPORT LIMITED",REB,"Retailing"
"RECKON LIMITED",RKN,"Software & Services"
"RECKSON NEW YORK PROPERTY TRUST",RNY,"Real Estate"
"RECLAIM INDUSTRIES LIMITED",RCM,"Commercial Services & Supplies"
"RECORD INVESTMENTS LIMITED",RCD,"Diversified Financials"
"RECORD REALTY",RRT,"Real Estate"
"RED 5 LIMITED",RED,"Materials"
"RED FORK ENERGY LIMITED",RFE,"Energy"
"RED HILL IRON LIMITED",RHI,"Materials"
"RED METAL LIMITED",RDM,"Materials"
"RED RIVER RESOURCES LIMITED",RVR,"Materials"
"REDBANK MINES LIMITED",RBM,"Materials"
"REDFLEX HOLDINGS LIMITED",RDF,"Software & Services"
"REDPORT LIMITED",RPT,"Materials"
"REECE AUSTRALIA LIMITED",REH,"Capital Goods"
"REED RESOURCES LTD",RDR,"Materials"
"REEF CASINO TRUST",RCT,"Consumer Services"
"REEFTON MINING NL",RTM,"Materials"
"REELTIME MEDIA LIMITED",RMA,"Telecommunication Services"
"REFRESH GROUP LIMITED",RGP,"Food Beverage & Tobacco"
"REGAL RESOURCES LIMITED",RER,"Materials"
"REGIONAL EXPRESS HOLDINGS LIMITED",REX,"Transportation"
"REGIS RESOURCES NL",RRL,"Materials"
"RENISON CONSOLIDATED MINES NL",RSN,"Materials"
"REPCO CORPORATION LIMITED",RCL,"Retailing"
"REPCOL LIMITED",RPC,"Commercial Services & Supplies"
"REPUBLIC GOLD LIMITED",RAU,"Materials"
"REPUBLIC OF AUSTRIA",ROA,"GICS Sector Code Not Applicable"
"RESMED INC",RMD,"Health Care Equipment & Services"
"RESOLUTE MINING LIMITED",RSG,"Materials"
"RESONANCE HEALTH LIMITED",RHT,"Health Care Equipment & Services"
"RESOURCE MINING CORPORATION LIMITED",RMI,"Materials"
"RESOURCE PACIFIC HOLDINGS LIMITED",RSP,"Energy"
"RETAIL CUBE LIMITED",RCG,"Retailing"
"REVERSE CORP LIMITED",REF,"Telecommunication Services"
"REWARD MINERALS LTD",RWD,"Materials"
"REY RESOURCES LIMITED",REY,"Classification Pending"
"RICHFIELD GROUP LIMITED",RCH,"Technology Hardware & Equipment"
"RICHFIELD INTERNATIONAL LIMITED",RIS,"Transportation"
"RIDLEY CORPORATION LIMITED",RIC,"Food Beverage & Tobacco"
"RIMCAPITAL LIMITED",RMC,"Diversified Financials"
"RIMFIRE PACIFIC MINING NL",RIM,"Materials"
"RINKER GROUP LIMITED",RIN,"Materials"
"RIO TINTO LIMITED",RIO,"Materials"
"RITRACT LIMITED",RTL,"Health Care Equipment & Services"
"RIVERSDALE MINING LIMITED",RIV,"Energy"
"RMG LIMITED",RMG,"Commercial Services & Supplies"
"ROBERTS LIMITED",RBS,"Commercial Services & Supplies"
"ROC OIL COMPANY LIMITED",ROC,"Energy"
"ROCK BUILDING SOCIETY LIMITED (THE)",ROK,"Banks"
"ROCKEBY BIOMED LIMITED",RBY,"Pharmaceuticals, Biotechnology & Life Sciences"
"ROCKLANDS RICHFIELD LIMITED",RCI,"Energy"
"ROMA PETROLEUM NL",RPM,"Energy"
"ROSS HUMAN DIRECTIONS LIMITED",RHD,"Commercial Services & Supplies"
"ROX RESOURCES LIMITED",RXL,"Materials"
"ROYAL RESOURCES LIMITED",ROY,"Materials"
"RUBICON AMERICA TRUST",RAT,"Real Estate"
"RUBICON EUROPE TRUST GROUP",REU,"Real Estate"
"RUN CORP LIMITED",RNC,"Real Estate"
"RURAL PRESS LIMITED",RUP,"Media"
"RURALAUS INVESTMENTS LIMITED",RUR,"Materials"
"RURALCO HOLDINGS LIMITED",RHL,"Retailing"
"RUSINA MINING NL",RML,"Materials"
"RUSKIN INDUSTRIES LIMITED.",RUS,"Materials"
"S8 LIMITED",SEL,"Real Estate"
"S8 PROPERTY TRUST",SPR,"Real Estate"
"SABINA CORPORATION LIMITED",SAP,"Real Estate"
"SABRE RESOURCES LIMITED",SBR,"Materials"
"SAFE EFFECT TECHNOLOGIES LIMITED",SAF,"Automobile & Components"
"SAFEROADS HOLDINGS LIMITED",SRH,"Capital Goods"
"SAFETY MEDICAL PRODUCTS LIMITED",SFP,"Health Care Equipment & Services"
"SAI GLOBAL LIMITED",SAI,"Commercial Services & Supplies"
"SALINAS ENERGY LIMITED",SAE,"Commercial Services & Supplies"
"SALLY MALAY MINING LIMITED",SMY,"Materials"
"SALMAT LIMITED",SLM,"Commercial Services & Supplies"
"SALUS TECHNOLOGIES LTD",SAH,"Health Care Equipment & Services"
"SAM'S SEAFOOD HOLDINGS LIMITED",SSS,"Food & Staples Retailing"
"SAMSON OIL & GAS LIMITED",SSN,"Energy"
"SANDFIRE RESOURCES NL",SFR,"Materials"
"SANTOS LIMITED",STO,"Energy"
"SAPPHIRE V SERIES 2004-1 TRUST",SPV,"GICS Sector Code Not Applicable"
"SARACEN MINERAL HOLDINGS LIMITED",SAR,"Materials"
"SAXON INVESTMENT GROUP LIMITED",SXO,"Software & Services"
"SCANTECH LIMITED",SCD,"Technology Hardware & Equipment"
"SCARBOROUGH EQUITIES LIMITED",SCB,"Diversified Financials"
"SCARBOROUGH MINERALS PLC",SRB,"Classification Pending"
"SCHAFFER CORPORATION LIMITED",SFC,"Automobile & Components"
"SCIGEN LIMITED",SIE,"Pharmaceuticals, Biotechnology & Life Sciences"
"SCIMITAR RESOURCES LIMITED",SIM,"Materials"
"SCOTT CORPORATION LIMITED.",SCC,"Transportation"
"SCOTTISH POWER UK PLC",SCK,"GICS Sector Code Not Applicable"
"SDI LIMITED",SDI,"Health Care Equipment & Services"
"SDS CORPORATION LIMITED",SDS,"Capital Goods"
"SEDIMENTARY HOLDINGS LIMITED",SED,"Materials"
"SEEK LIMITED",SEK,"Media"
"SEGUE RESOURCES LIMITED",SEG,"Materials"
"SELECT HARVESTS LIMITED",SHV,"Food Beverage & Tobacco"
"SELECT MANAGED FUNDS LIMITED",SEM,"Diversified Financials"
"SELECT VACCINES LIMITED",SLT,"Pharmaceuticals, Biotechnology & Life Sciences"
"SELWYN MINES LIMITED",SLN,"Materials"
"SENETAS CORPORATION LIMITED",SEN,"Software & Services"
"SERIES 2004-2(W) TORRENS TRUST",TRR,"GICS Sector Code Not Applicable"
"SERIES 2005-1 TORRENS TRUST",TRW,"GICS Sector Code Not Applicable"
"SERIES 2005-2 (S) TORRENS TRUST",TRZ,"GICS Sector Code Not Applicable"
"SERVCORP LIMITED",SRV,"Real Estate"
"SERVICE STREAM LTD",STR,"Technology Hardware & Equipment"
"SEVEN NETWORK LIMITED",SEV,"Media"
"SFE CORPORATION LIMITED",SFE,"Diversified Financials"
"SHERLOCK BAY NICKEL CORPORATION LIMITED",SHN,"Materials"
"SHIELDLINER LIMITED",SLD,"Capital Goods"
"SIBERIA MINING CORPORATION LIMITED",SIB,"Materials"
"SIETEL LIMITED",SSL,"Real Estate"
"SIGMA PHARMACEUTICALS LIMITED",SIP,"Pharmaceuticals, Biotechnology & Life Sciences"
"SIGNATURE BRANDS LIMITED",SBL,"Retailing"
"SIGNUM BLUE GLR INVESTMENT",GLR,"Classification Pending"
"SILEX SYSTEMS LIMITED",SLX,"Semiconductors & Semiconductor Equipment"
"SILVER CHEF LIMITED",SIV,"Capital Goods"
"SIMON GILBERT WINES LIMITED",SGV,"Food Beverage & Tobacco"
"SIMS GROUP LIMITED.",SGM,"Materials"
"SINGAPORE TELECOMMUNICATIONS LIMITED.",SGT,"Telecommunication Services"
"SINO GOLD LIMITED",SGX,"Materials"
"SINO STRATEGIC INTERNATIONAL LIMITED",SSI,"Diversified Financials"
"SIPA RESOURCES LIMITED",SRI,"Materials"
"SIRIUS TELECOMMUNICATIONS LIMITED",SIU,"Telecommunication Services"
"SIRTEX MEDICAL LIMITED",SRX,"Pharmaceuticals, Biotechnology & Life Sciences"
"SKILLED GROUP LIMITED",SKE,"Commercial Services & Supplies"
"SKY CITY ENTERTAINMENT GROUP LIMITED.",SKC,"Consumer Services"
"SKY NETWORK TELEVISION LIMITED.",SKT,"Media"
"SKYCITY INVESTMENTS AUSTRALIA LIMITED",SKA,"Consumer Services"
"SKYDOME HOLDINGS LIMITED",SKY,"Capital Goods"
"SKYWEST LIMITED",SKW,"Transportation"
"SMARTTRANS HOLDINGS LTD",SMA,"Transportation"
"SMC GOLD LIMITED",SMO,"Materials"
"SMORGON STEEL GROUP LIMITED.",SSX,"Materials"
"SMS MANAGEMENT & TECHNOLOGY LIMITED.",SMX,"Software & Services"
"SNOWBALL GROUP LIMITED",SNO,"Diversified Financials"
"SO NATURAL FOODS AUSTRALIA LIMITED",SNF,"Food Beverage & Tobacco"
"SOFCOM LIMITED",SOF,"Software & Services"
"SOLAGRAN LIMITED",SLA,"Pharmaceuticals, Biotechnology & Life Sciences"
"SOLBEC PHARMACEUTICALS LIMITED",SBP,"Pharmaceuticals, Biotechnology & Life Sciences"
"SOLCO LTD",SOO,"Utilities"
"SOMNOMED LIMITED",SOM,"Health Care Equipment & Services"
"SONIC HEALTHCARE LIMITED",SHL,"Health Care Equipment & Services"
"SONNET CORPORATION LIMITED",SNN,"Software & Services"
"SONS OF GWALIA LIMITED",SGW,"Materials"
"SOULS PRIVATE EQUITY LIMITED",SOE,"Diversified Financials"
"SOUTH AUSTRALIAN GOVERNMENT FINANCING AUTHORITY",XSG,"GICS Sector Code Not Applicable"
"SOUTH BOULDER MINES LTD",STB,"Materials"
"SOUTHERN CROSS BROADCASTING (AUSTRALIA) LIMITED",SBC,"Media"
"SOUTHERN CROSS EXPLORATION NL",SCX,"Materials"
"SOUTHERN CROSS FLIERS TRUST",SCF,"Diversified Financials"
"SOUTHERN GOLD LIMITED",SAU,"Materials"
"SOUTHERN PACIFIC PETROLEUM NL",SPP,"Energy"
"SP AUSNET",SPN,"Utilities"
"SP TELEMEDIA LIMITED",SOT,"Telecommunication Services"
"SPARK INFRASTRUCTURE GROUP",SKI,"Utilities"
"SPARK INFRASTRUCTURE GROUP-INSTALMENT RECEIPTS US PROHIBITED",SK1,"Classification Pending"
"SPHERE INVESTMENTS LIMITED",SPH,"Materials"
"SPHERITEC LTD",STC,"Classification Pending"
"SPOTLESS GROUP LIMITED",SPT,"Commercial Services & Supplies"
"ST BARBARA LIMITED",SBM,"Materials"
"ST GEORGE BANK LIMITED",SGB,"Banks"
"ST SYNERGY LIMITED",SYN,"Software & Services"
"STADIUM AUSTRALIA GROUP",SAX,"Consumer Services"
"STARPHARMA HOLDINGS LIMITED",SPL,"Pharmaceuticals, Biotechnology & Life Sciences"
"STEAMSHIPS TRADING COMPANY LIMITED",SST,"Capital Goods"
"STELLAR RESOURCES LIMITED",SRZ,"Materials"
"STERICORP LIMITED",STP,"Commercial Services & Supplies"
"STIRLING PRODUCTS LIMITED",STI,"Pharmaceuticals, Biotechnology & Life Sciences"
"STOCKFORD LIMITED",SKD,"Commercial Services & Supplies"
"STOCKLAND",SGP,"Real Estate"
"STOKES (AUSTRALASIA) LIMITED",SKS,"Capital Goods"
"STRAITS RESOURCES LIMITED",SRL,"Energy"
"STRATATEL LIMITED",STE,"Telecommunication Services"
"STRATEGIC MINERALS CORPORATION NL",SMC,"Materials"
"STRATEGIC POOLED DEVELOPMENT LIMITED",SPD,"Diversified Financials"
"STRATHFIELD GROUP LIMITED",SRA,"Retailing"
"STREETTRACKS S&P/ASX 200 FUND",STW,"GICS Sector Code Not Applicable"
"STREETTRACKS S&P/ASX 200 LISTED PROPERTY FUND.",SLF,"GICS Sector Code Not Applicable"
"STREETTRACKS S&P/ASX 50 FUND",SFY,"GICS Sector Code Not Applicable"
"STRIKE OIL LIMITED",STX,"Energy"
"STRIKE RESOURCES LIMITED",SRK,"Energy"
"STRUCTURAL MONITORING SYSTEMS PLC",SMN,"Capital Goods"
"STRUCTURAL SYSTEMS LIMITED",STS,"Capital Goods"
"STUART PETROLEUM LIMITED",STU,"Energy"
"STW COMMUNICATIONS GROUP LIMITED",SGN,"Media"
"STYLE LIMITED",SYP,"Capital Goods"
"SUB-SAHARA RESOURCES NL",SBS,"Materials"
"SUMMIT RESOURCES LIMITED",SMM,"Materials"
"SUN CAPITAL GROUP LIMITED",SEE,"Diversified Financials"
"SUN RESOURCES NL",SUR,"Energy"
"SUNCORP-METWAY LIMITED.",SUN,"Diversified Financials"
"SUNDANCE ENERGY AUSTRALIA LIMITED",SEA,"Energy"
"SUNDANCE RESOURCES LIMITED",SDL,"Materials"
"SUNDOWNER GROUP",SDR,"Consumer Services"
"SUNLAND GROUP LIMITED",SDG,"Real Estate"
"SUNNYCOVE MANAGEMENT LIMITED",SCV,"Real Estate"
"SUNRAYSIA TELEVISION LIMITED",STV,"Media"
"SUNSHINE GAS LIMITED",SHG,"Energy"
"SUNSHINE HEART, INC.",SHC,"Health Care Equipment & Services"
"SUNTECH ENVIRONMENTAL GROUP LIMITED",SCE,"Capital Goods"
"SUNVEST CORPORATION LIMITED",SVS,"Diversified Financials"
"SUPER CHEAP AUTO GROUP LIMITED",SUL,"Retailing"
"SUPERSORB ENVIRONMENTAL NL",SUP,"Commercial Services & Supplies"
"SUPPLY NETWORK LIMITED",SNL,"Automobile & Components"
"SWISH GROUP LIMITED (THE)",SWG,"Media"
"SYDNEY ATTRACTIONS GROUP LIMITED",SAQ,"Consumer Services"
"SYDNEY GAS LTD",SGL,"Energy"
"SYDNEY WATER CORPORATION LIMITED",XNE,"GICS Sector Code Not Applicable"
"SYLVANIA RESOURCES LIMITED",SLV,"Materials"
"SYLVASTATE LIMITED",SYL,"Diversified Financials"
"SYMBION HEALTH LIMITED",SYB,"Health Care Equipment & Services"
"SYMBION HEALTH LIMITED - WARRANTS OVER BASKET",SYZ,"Classification Pending"
"SYMEX HOLDINGS LIMITED",SYM,"Materials"
"SYNERGY EQUITIES GROUP LIMITED",SYG,"Software & Services"
"SYNERGY METALS LTD",SML,"Materials"
"TABCORP HOLDINGS LIMITED",TAH,"Consumer Services"
"TAG PACIFIC LIMITED",TAG,"Capital Goods"
"TAKORADI LIMITED",TKG,"Materials"
"TALENT2 INTERNATIONAL LIMITED",TWO,"Software & Services"
"TALISMAN MINING LIMITED",TLM,"Materials"
"TAMAWOOD LIMITED",TWD,"Consumer Durables & Apparel"
"TANAMI GOLD NL",TAM,"Materials"
"TANDOU LIMITED",TAN,"Food Beverage & Tobacco"
"TANTALUM AUSTRALIA NL",TAA,"Materials"
"TAP OIL LIMITED",TAP,"Energy"
"TAPS TRUST",TTX,"GICS Sector Code Not Applicable"
"TARAGON PROPERTY FUND",TPG,"Real Estate"
"TASGOLD LIMITED",TGD,"Materials"
"TASMAN RESOURCES NL",TAS,"Materials"
"TASMANIA MINES LIMITED",TMM,"Materials"
"TASMANIAN PERPETUAL TRUSTEES LIMITED",TPX,"Diversified Financials"
"TASSAL GROUP LIMITED",TGR,"Food Beverage & Tobacco"
"TATTERSALL'S LIMITED",TTS,"Consumer Services"
"TAWANA RESOURCES NL",TAW,"Materials"
"TECHNICHE LIMITED.",TCN,"Technology Hardware & Equipment"
"TECHNOLOGY ONE LIMITED",TNE,"Software & Services"
"TECHSTAR LIMITED",TSR,"Diversified Financials"
"TECTONIC RESOURCES NL",TTR,"Materials"
"TELE-IP LIMITED",TEE,"Telecommunication Services"
"TELECOM CORPORATION OF NEW ZEALAND LIMITED",TEL,"Telecommunication Services"
"TELEZON LIMITED",TLZ,"Technology Hardware & Equipment"
"TELSTRA CORPORATION LIMITED.",TLS,"Telecommunication Services"
"TEMPLETON GLOBAL GROWTH FUND LIMITED",TGG,"Diversified Financials"
"TEN NETWORK HOLDINGS LIMITED",TEN,"Media"
"TENNANT CREEK GOLD LIMITED",TNG,"Materials"
"TERRAIN MINERALS LIMITED",TMX,"Materials"
"TERRAMIN AUSTRALIA LIMITED",TXN,"Classification Pending"
"TERRAMIN AUSTRALIA LIMITED.",TZN,"Materials"
"TERRAPLANET LIMITED",TPL,"Media"
"TERRITORY IRON LIMITED",TFE,"Materials"
"TETHYAN COPPER COMPANY LIMITED",TYC,"Materials"
"TFS CORPORATION LIMITED",TFC,"Materials"
"THAKRAL HOLDINGS GROUP",THG,"Real Estate"
"THE REJECT SHOP LIMITED",TRS,"Retailing"
"THOMAS & COFFEY LIMITED",THO,"Capital Goods"
"THUNDELARRA EXPLORATION LIMITED",THX,"Materials"
"TIANSHAN GOLDFIELDS LIMITED",TGF,"Materials"
"TIGER RESOURCES LIMITED",TGS,"Materials"
"TIMBERCORP LIMITED",TIM,"Materials"
